-12  0  0  1e-07
-11.9  0  0  1e-07
-11.8  0  0  1e-07
-11.7  0  0  1e-07
-11.6  0  0  1e-07
-11.5  0  0  1e-07
-11.4  0  0  1e-07
-11.3  0  0  1e-07
-11.2  0  0  1e-07
-11.1  0  0  1e-07
-11  0  0  1e-07
-10.9  0  0  1e-07
-10.8  0  0  1e-07
-10.7  0  0  1e-07
-10.6  0  0  1e-07
-10.5  0  0  1e-07
-10.4  0  0  1e-07
-10.3  0  0  1e-07
-10.2  0  0  1e-07
-10.1  0  0  1e-07
-10  0  0  1e-07
-9.9  0  0  1e-07
-9.8  0  0  1e-07
-9.7  0  0  1e-07
-9.6  0  0  1e-07
-9.5  0  0  1e-07
-9.4  0  0  1e-07
-9.3  0  0  1e-07
-9.2  0  0  1e-07
-9.1  0  0  1e-07
-9  0  0  1e-07
-8.9  0  0  1e-07
-8.8  0  0  1e-07
-8.7  0  0  1e-07
-8.6  0  0  1e-07
-8.5  0  0  1e-07
-8.4  0  0  1e-07
-8.3  0  0  1e-07
-8.2  0  0  1e-07
-8.1  0  0  1e-07
-8  0  0  1e-07
-7.9  0  0  1e-07
-7.8  0  0  1e-07
-7.7  0  0  1e-07
-7.6  0  0  1e-07
-7.5  0  0  1e-07
-7.4  0  0  1e-07
-7.3  0  0  1e-07
-7.2  0  0  1e-07
-7.1  0  0  1e-07
-7  0  0  1e-07
-6.9  0  0  1e-07
-6.8  0  0  1e-07
-6.7  0  0  1e-07
-6.6  0  0  1e-07
-6.5  0  0  1e-07
-6.4  0  0  1e-07
-6.3  0  0  1e-07
-6.2  0  0  1e-07
-6.1  0  0  1e-07
-6  0  0  1e-07
-5.9  0  0  1e-07
-5.8  0  0  9.99975e-08
-5.7  0  0  1.00043e-07
-5.6  0  0  9.96796e-08
-5.5  0  0  9.69475e-08
-5.4  0  0  1.5713e-07
-5.3  0  0  2.68473e-07
-5.2  0  0  4.55368e-07
-5.1  0  0  7.64726e-07
-5  0  0  1.27145e-06
-4.9  0  0  2.09288e-06
-4.8  0  0  3.41066e-06
-4.7  0  0  5.50279e-06
-4.6  0  0  8.78977e-06
-4.5  0  0  1.39003e-05
-4.4  0  0  2.1763e-05
-4.3  0  0  3.37339e-05
-4.2  0  0  5.17685e-05
-4.1  0  0  7.8653e-05
-4  0  0  0.000118309
-3.9  0  0  0.000176185
-3.8  0  0  0.00025976
-3.7  0  0  0.000379166
-3.6  0  0  0.000547945
-3.5  0  0  0.000783965
-3.4  0  0  0.00111048
-3.3  0  0  0.0015573
-3.2  0  0  0.00216217
-3.1  0  0  0.00297208
-3  0  0  0.00404467
-2.9  0  0  0.00544952
-2.8  0  0  0.0072692
-2.7  0  0  0.00959993
-2.6  0  0  0.0125517
-2.5  0  0  0.0162477
-2.4  0  0  0.0208225
-2.3  0  0  0.0264198
-2.2  0  0  0.0331878
-2.1  0  0  0.0412745
-2  0  0  0.0508206
-1.9  0  0  0.0619514
-1.8  0  0  0.0747683
-1.7  0  0  0.0893385
-1.6  0  0  0.105685
-1.5  0  0  0.123778
-1.4  0  0  0.143526
-1.3  0  0  0.164767
-1.2  0  0  0.187269
-1.1  0  0  0.210725
-1  0  0  0.234759
-0.9  0  0  0.258931
-0.8  0  0  0.28275
-0.7  0  0  0.305686
-0.6  0  0  0.327194
-0.5  0  0  0.346729
-0.4  0  0  0.363774
-0.3  0  0  0.377859
-0.2  0  0  0.388584
-0.1  0  0  0.395636
6.66134e-16  0  0  0.398808
0.1  0  0  0.398005
0.2  0  0  0.393252
0.3  0  0  0.384689
0.4  0  0  0.372569
0.5  0  0  0.35724
0.6  0  0  0.339134
0.7  0  0  0.318743
0.8  0  0  0.296597
0.9  0  0  0.273245
1  0  0  0.249227
1.1  0  0  0.225058
1.2  0  0  0.201212
1.3  0  0  0.178103
1.4  0  0  0.15608
1.5  0  0  0.13542
1.6  0  0  0.116326
1.7  0  0  0.0989304
1.8  0  0  0.0832994
1.9  0  0  0.0694405
2  0  0  0.0573117
2.1  0  0  0.046831
2.2  0  0  0.0378863
2.3  0  0  0.0303453
2.4  0  0  0.0240636
2.5  0  0  0.0188925
2.6  0  0  0.0146852
2.7  0  0  0.0113013
2.8  0  0  0.00861071
2.9  0  0  0.00649546
3  0  0  0.00485111
3.1  0  0  0.00358701
3.2  0  0  0.00262595
3.3  0  0  0.00190327
3.4  0  0  0.00136576
3.5  0  0  0.000970313
3.6  0  0  0.000682511
3.7  0  0  0.000475302
3.8  0  0  0.000327711
3.9  0  0  0.000223704
4  0  0  0.000151189
4.1  0  0  0.000101164
4.2  0  0  6.70188e-05
4.3  0  0  4.39571e-05
4.4  0  0  2.85446e-05
4.5  0  0  1.83519e-05
4.6  0  0  1.16816e-05
4.7  0  0  7.36182e-06
4.8  0  0  4.59337e-06
4.9  0  0  2.83754e-06
5  0  0  1.73546e-06
5.1  0  0  1.05088e-06
5.2  0  0  6.30017e-07
5.3  0  0  3.73934e-07
5.4  0  0  2.20139e-07
5.5  0  0  1.22855e-07
5.6  0  0  1.02189e-07
5.7  0  0  1.00131e-07
5.8  0  0  1.00005e-07
5.9  0  0  1e-07
6  0  0  1e-07
6.1  0  0  1e-07
6.2  0  0  1e-07
6.3  0  0  1e-07
6.4  0  0  1e-07
6.5  0  0  1e-07
6.6  0  0  1e-07
6.7  0  0  1e-07
6.8  0  0  1e-07
6.9  0  0  1e-07
7  0  0  1e-07
7.1  0  0  1e-07
7.2  0  0  1e-07
7.3  0  0  1e-07
7.4  0  0  1e-07
7.5  0  0  1e-07
7.6  0  0  1e-07
7.7  0  0  1e-07
7.8  0  0  1e-07
7.9  0  0  1e-07
8  0  0  1e-07
8.1  0  0  1e-07
8.2  0  0  1e-07
8.3  0  0  1e-07
8.4  0  0  1e-07
8.5  0  0  1e-07
8.6  0  0  1e-07
8.7  0  0  1e-07
8.8  0  0  1e-07
8.9  0  0  1e-07
9  0  0  1e-07
9.1  0  0  1e-07
9.2  0  0  1e-07
9.3  0  0  1e-07
9.4  0  0  1e-07
9.5  0  0  1e-07
9.6  0  0  1e-07
9.7  0  0  1e-07
9.8  0  0  1e-07
9.9  0  0  1e-07
10  0  0  1e-07
10.1  0  0  1e-07
10.2  0  0  1e-07
10.3  0  0  1e-07
10.4  0  0  1e-07
10.5  0  0  1e-07
10.6  0  0  1e-07
10.7  0  0  1e-07
10.8  0  0  1e-07
10.9  0  0  1e-07
11  0  0  1e-07
11.1  0  0  1e-07
11.2  0  0  1e-07
11.3  0  0  1e-07
11.4  0  0  1e-07
11.5  0  0  1e-07
11.6  0  0  1e-07
11.7  0  0  1e-07
11.8  0  0  1e-07
11.9  0  0  1e-07
12  0  0  1e-07
